025-12-17 22:41:33,935 - Unified_LHC_Framework - INFO - Сценарий: Демонстрация унифицированного фреймворка
2025-12-17 22:43:17,768 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,768 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,769 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,770 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,771 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,772 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,773 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,774 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,775 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,776 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Оптимизация завершена.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Результат: ABNORMAL_TERMINATION_IN_LNSRCH
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Финальная ошибка (RMSE): nan
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Финальные параметры: [6.500e+03 2.556e+03 1.150e+11]
2025-12-17 22:43:17,777 - Unified_LHC_Framework - WARNING - Оптимизация не сошлась.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Начало анализа чувствительности...
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,777 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,778 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Анализ чувствительности завершен.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Калибровка модели завершена.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - INFO - Запуск обнаружения аномалий...
2025-12-17 22:43:17,779 - Unified_LHC_Framework - WARNING - Нет данных для статистического анализа.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - WARNING - Нет данных для статистического анализа.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - WARNING - Нет данных для статистического анализа.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - WARNING - Нет событий для анализа.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - WARNING - Нет персистентностей для анализа.
2025-12-17 22:43:17,779 - Unified_LHC_Framework - WARNING - Недостаточно данных для анализа поведения модели.
2025-12-17 22:43:17,780 - Unified_LHC_Framework - INFO - Отчет об аномалиях сохранен в anomaly_report.json.
2025-12-17 22:43:17,780 - Unified_LHC_Framework - INFO - Обнаружение аномалий завершено.
2025-12-17 22:43:17,780 - Unified_LHC_Framework - WARNING - ROOTExporter инициализирован. ROOT недоступен.
2025-12-17 22:43:17,780 - Unified_LHC_Framework - ERROR - ROOT недоступен. Невозможно экспортировать в ROOT формат.
2025-12-17 22:43:17,780 - Unified_LHC_Framework - WARNING - HepMC3Exporter инициализирован. HepMC3 недоступен.
2025-12-17 22:43:17,780 - Unified_LHC_Framework - ERROR - HepMC3 недоступен. Невозможно экспортировать в HepMC3 формат.
2025-12-17 22:43:17,780 - Unified_LHC_Framework - INFO - Запуск улучшенной визуализации результатов...
2025-12-17 22:43:29,067 - Unified_LHC_Framework - INFO - 3D визуализация геометрии завершена.
2025-12-17 22:43:29,068 - Unified_LHC_Framework - ERROR - Ошибка при визуализации параметров пучка: string indices must be integers
2025-12-17 22:43:29,068 - Unified_LHC_Framework - INFO - Улучшенная визуализация завершена.
2025-12-17 22:43:29,068 - Unified_LHC_Framework - INFO - Демонстрация завершена.
2025-12-17 22:44:37,153 - Unified_LHC_Framework - INFO - Сценарий: Демонстрация унифицированного фреймворка
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Используется конфигурация по умолчанию.
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Загрузка данных PDF...
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Встроенный физический движок инициализирован.
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Запуск симуляции на 20 оборотов.
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Запуск топологического анализа событий...
2025-12-17 22:44:37,154 - Unified_LHC_Framework - WARNING - Нет событий для топологического анализа.
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Запуск калибровки модели...
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Запуск оптимизации методом L-BFGS-B...
2025-12-17 22:44:37,154 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,155 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,156 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,157 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Симуляция завершена.
2025-12-17 22:44:37,158 - Unified_LHC_Framework - INFO - Запуск симуляции на 10 оборотов.
